Date,Location,Crop_Type,Growth_Stage,Pest_Management,Planting_Season
2023-07-02,Texas,Rice,Fruiting,Chemical Control,Summer
2023-07-03,Texas,Cotton,Mature,Chemical Control,Summer
2023-07-04,Texas,Corn,Seedling,Chemical Control,Summer
2023-07-05,Texas,Wheat,Seedling,No Control,Summer
2023-07-06,Texas,Soybeans,Seedling,No Control,Summer
2023-07-07,Texas,Cotton,Mature,Biological Control,Summer
2023-07-08,Texas,Cotton,Fruiting,Biological Control,Summer
2023-07-09,Texas,Rice,Fruiting,No Control,Summer
2023-07-10,Texas,Corn,Vegetative,Biological Control,Summer
2023-07-11,Texas,Cotton,Fruiting,Biological Control,Summer
2023-07-12,Texas,Wheat,Fruiting,No Control,Summer
2023-07-13,Texas,Corn,Seedling,Chemical Control,Summer
2023-07-14,Texas,Corn,Vegetative,Biological Control,Summer
2023-07-15,Texas,Wheat,Flowering,Chemical Control,Summer
2023-07-16,Texas,Cotton,Vegetative,Cultural Control,Summer
2023-07-17,Texas,Cotton,Fruiting,No Control,Summer
2023-07-18,Texas,Corn,Mature,Biological Control,Summer
2023-07-19,Texas,Soybeans,Fruiting,Biological Control,Summer
2023-07-20,Texas,Wheat,Fruiting,No Control,Summer
2023-07-21,Texas,Corn,Flowering,Chemical Control,Summer
2023-07-22,Texas,Soybeans,Vegetative,No Control,Summer
2023-07-23,Texas,Rice,Flowering,No Control,Summer
2023-07-24,Texas,Rice,Vegetative,Cultural Control,Summer
2023-07-25,Texas,Soybeans,Mature,Biological Control,Summer
2023-07-26,Texas,Wheat,Seedling,No Control,Summer
2023-07-27,Texas,Corn,Seedling,Biological Control,Summer
2023-07-28,Texas,Rice,Mature,Chemical Control,Summer
2023-07-29,Texas,Corn,Fruiting,No Control,Summer
2023-07-30,Texas,Corn,Vegetative,Chemical Control,Summer
2023-07-31,Texas,Wheat,Seedling,No Control,Summer
2023-08-01,Texas,Cotton,Fruiting,Biological Control,Summer
2023-08-02,Texas,Cotton,Flowering,Biological Control,Summer
2023-08-03,Texas,Cotton,Vegetative,Biological Control,Summer
2023-08-04,Texas,Corn,Mature,No Control,Summer
2023-08-05,Texas,Corn,Vegetative,Chemical Control,Summer
2023-08-06,Texas,Corn,Fruiting,No Control,Summer
2023-08-07,Texas,Soybeans,Flowering,Biological Control,Summer
2023-08-08,Texas,Corn,Seedling,Cultural Control,Summer
2023-08-09,Texas,Corn,Mature,Chemical Control,Summer
2023-08-10,Texas,Soybeans,Seedling,No Control,Summer
2023-08-11,Texas,Soybeans,Fruiting,Chemical Control,Summer
2023-08-12,Texas,Cotton,Mature,Biological Control,Summer
2023-08-13,Texas,Cotton,Mature,Biological Control,Summer
2023-08-14,Texas,Wheat,Mature,No Control,Summer
2023-08-15,Texas,Wheat,Vegetative,No Control,Summer
2023-08-16,Texas,Wheat,Fruiting,Chemical Control,Summer
2023-08-17,Texas,Cotton,Vegetative,Chemical Control,Summer
2023-08-18,Texas,Rice,Seedling,No Control,Summer
2023-08-19,Texas,Soybeans,Fruiting,Cultural Control,Summer
2023-08-20,Texas,Cotton,Seedling,Cultural Control,Summer
2023-08-21,Texas,Cotton,Flowering,Chemical Control,Summer
2023-08-22,Texas,Soybeans,Fruiting,Chemical Control,Summer
2023-08-23,Texas,Soybeans,Seedling,Cultural Control,Summer
2023-08-24,Texas,Rice,Mature,Chemical Control,Summer
2023-08-25,Texas,Soybeans,Fruiting,No Control,Summer
2023-08-26,Texas,Soybeans,Vegetative,Biological Control,Summer
2023-08-27,Texas,Corn,Mature,Biological Control,Summer
2023-08-28,Texas,Corn,Vegetative,Cultural Control,Summer
2023-08-29,Texas,Corn,Seedling,Cultural Control,Summer
2023-08-30,Texas,Corn,Flowering,No Control,Summer
2023-08-31,Texas,Cotton,Seedling,Biological Control,Summer
2023-09-01,Texas,Soybeans,Fruiting,Chemical Control,Fall
2023-09-02,Texas,Rice,Mature,Cultural Control,Fall
2023-09-03,Texas,Rice,Seedling,Chemical Control,Fall
2023-09-04,Texas,Corn,Mature,No Control,Fall
2023-09-05,Texas,Corn,Seedling,Biological Control,Fall
2023-09-06,Texas,Wheat,Flowering,No Control,Fall
2023-09-07,Texas,Cotton,Mature,Chemical Control,Fall
2023-09-08,Texas,Wheat,Vegetative,Cultural Control,Fall
2023-09-09,Texas,Soybeans,Vegetative,Cultural Control,Fall
2023-09-10,Texas,Corn,Flowering,No Control,Fall
2023-09-11,Texas,Wheat,Flowering,Cultural Control,Fall
2023-09-12,Texas,Wheat,Fruiting,Biological Control,Fall
2023-09-13,Texas,Rice,Seedling,No Control,Fall
2023-09-14,Texas,Wheat,Mature,Chemical Control,Fall
2023-09-15,Texas,Soybeans,Fruiting,No Control,Fall
2023-09-16,Texas,Wheat,Flowering,Chemical Control,Fall
2023-09-17,Texas,Soybeans,Vegetative,No Control,Fall
2023-09-18,Texas,Cotton,Vegetative,Biological Control,Fall
2023-09-19,Texas,Soybeans,Vegetative,Chemical Control,Fall
2023-09-20,Texas,Wheat,Flowering,Biological Control,Fall
2023-09-21,Texas,Cotton,Flowering,No Control,Fall
2023-09-22,Texas,Cotton,Seedling,Cultural Control,Fall
2023-09-23,Texas,Cotton,Flowering,Cultural Control,Fall
2023-09-24,Texas,Corn,Seedling,No Control,Fall
2023-09-25,Texas,Corn,Flowering,No Control,Fall
2023-09-26,Texas,Corn,Seedling,Cultural Control,Fall
2023-09-27,Texas,Cotton,Seedling,Cultural Control,Fall
2023-09-28,Texas,Rice,Fruiting,Cultural Control,Fall
2023-09-29,Texas,Soybeans,Seedling,Cultural Control,Fall
2023-09-30,Texas,Wheat,Flowering,No Control,Fall
2023-10-01,Texas,Rice,Flowering,Chemical Control,Fall
2023-10-02,Texas,Cotton,Seedling,Cultural Control,Fall
2023-10-03,Texas,Rice,Vegetative,Chemical Control,Fall
2023-10-04,Texas,Wheat,Fruiting,Chemical Control,Fall
2023-10-05,Texas,Cotton,Vegetative,Biological Control,Fall
2023-10-06,Texas,Soybeans,Flowering,Biological Control,Fall
2023-10-07,Texas,Rice,Flowering,Chemical Control,Fall
2023-10-08,Texas,Rice,Flowering,Cultural Control,Fall
2023-10-09,Texas,Corn,Fruiting,Biological Control,Fall
2023-10-10,Texas,Corn,Vegetative,Biological Control,Fall
2023-10-11,Texas,Corn,Flowering,Cultural Control,Fall
2023-10-12,Texas,Wheat,Fruiting,Biological Control,Fall
2023-10-13,Texas,Soybeans,Seedling,No Control,Fall
2023-10-14,Texas,Corn,Mature,No Control,Fall
2023-10-15,Texas,Cotton,Mature,Chemical Control,Fall
2023-10-16,Texas,Rice,Flowering,No Control,Fall
2023-10-17,Texas,Wheat,Seedling,Cultural Control,Fall
2023-10-18,Texas,Wheat,Flowering,Chemical Control,Fall
2023-10-19,Texas,Soybeans,Flowering,Chemical Control,Fall
2023-10-20,Texas,Wheat,Seedling,Chemical Control,Fall
2023-10-21,Texas,Soybeans,Mature,Chemical Control,Fall
2023-10-22,Texas,Rice,Fruiting,Cultural Control,Fall
2023-10-23,Texas,Corn,Mature,Cultural Control,Fall
2023-10-24,Texas,Soybeans,Vegetative,Cultural Control,Fall
2023-10-25,Texas,Rice,Seedling,Biological Control,Fall
2023-10-26,Texas,Wheat,Mature,Chemical Control,Fall
2023-10-27,Texas,Wheat,Seedling,No Control,Fall
2023-10-28,Texas,Soybeans,Seedling,No Control,Fall
2023-10-29,Texas,Soybeans,Fruiting,Biological Control,Fall
2023-10-30,Texas,Corn,Fruiting,Biological Control,Fall
2023-10-31,Texas,Corn,Fruiting,Chemical Control,Fall
2023-11-01,Texas,Soybeans,Seedling,Chemical Control,Fall
2023-11-02,Texas,Cotton,Flowering,Biological Control,Fall
2023-11-03,Texas,Wheat,Flowering,Chemical Control,Fall
2023-11-04,Texas,Soybeans,Seedling,No Control,Fall
2023-11-05,Texas,Cotton,Flowering,Chemical Control,Fall
2023-11-06,Texas,Rice,Fruiting,Chemical Control,Fall
2023-11-07,Texas,Soybeans,Vegetative,Chemical Control,Fall
2023-11-08,Texas,Soybeans,Seedling,No Control,Fall
2023-11-09,Texas,Cotton,Vegetative,No Control,Fall
2023-11-10,Texas,Wheat,Flowering,Cultural Control,Fall
2023-11-11,Texas,Cotton,Mature,Cultural Control,Fall
2023-11-12,Texas,Soybeans,Vegetative,No Control,Fall
2023-11-13,Texas,Cotton,Vegetative,Cultural Control,Fall
2023-11-14,Texas,Wheat,Flowering,Biological Control,Fall
2023-11-15,Texas,Corn,Fruiting,No Control,Fall
2023-11-16,Texas,Rice,Seedling,Cultural Control,Fall
2023-11-17,Texas,Rice,Seedling,Biological Control,Fall
2023-11-18,Texas,Wheat,Fruiting,No Control,Fall
2023-11-19,Texas,Soybeans,Vegetative,Cultural Control,Fall
2023-11-20,Texas,Soybeans,Vegetative,Biological Control,Fall
2023-11-21,Texas,Rice,Mature,No Control,Fall
2023-11-22,Texas,Rice,Fruiting,Chemical Control,Fall
2023-11-23,Texas,Corn,Vegetative,Cultural Control,Fall
2023-11-24,Texas,Corn,Flowering,No Control,Fall
2023-11-25,Texas,Wheat,Mature,Chemical Control,Fall
2023-11-26,Texas,Cotton,Mature,Cultural Control,Fall
2023-11-27,Texas,Wheat,Fruiting,Chemical Control,Fall
2023-11-28,Texas,Corn,Flowering,Biological Control,Fall
2023-11-29,Texas,Wheat,Fruiting,No Control,Fall
2023-11-30,Texas,Cotton,Fruiting,Chemical Control,Fall
2023-12-01,Texas,Wheat,Vegetative,Chemical Control,Winter
2023-12-02,Texas,Rice,Mature,Chemical Control,Winter
2023-12-03,Texas,Cotton,Mature,Cultural Control,Winter
2023-12-04,Texas,Soybeans,Flowering,Chemical Control,Winter
2023-12-05,Texas,Rice,Flowering,Biological Control,Winter
2023-12-06,Texas,Corn,Flowering,No Control,Winter
2023-12-07,Texas,Wheat,Fruiting,Chemical Control,Winter
2023-12-08,Texas,Cotton,Seedling,Biological Control,Winter
2023-12-09,Texas,Rice,Flowering,Biological Control,Winter
2023-12-10,Texas,Corn,Seedling,Biological Control,Winter
2023-12-11,Texas,Corn,Vegetative,Cultural Control,Winter
2023-12-12,Texas,Corn,Seedling,Biological Control,Winter
2023-12-13,Texas,Cotton,Flowering,Biological Control,Winter
2023-12-14,Texas,Wheat,Fruiting,Biological Control,Winter
2023-12-15,Texas,Wheat,Flowering,Cultural Control,Winter
2023-12-16,Texas,Cotton,Flowering,Cultural Control,Winter
2023-12-17,Texas,Soybeans,Flowering,Cultural Control,Winter
2023-12-18,Texas,Corn,Seedling,Chemical Control,Winter
2023-12-19,Texas,Rice,Mature,Chemical Control,Winter
2023-12-20,Texas,Rice,Mature,Biological Control,Winter
2023-12-21,Texas,Rice,Seedling,Cultural Control,Winter
2023-12-22,Texas,Rice,Vegetative,No Control,Winter
2023-12-23,Texas,Soybeans,Flowering,Biological Control,Winter
2023-12-24,Texas,Rice,Flowering,Biological Control,Winter
2023-12-25,Texas,Rice,Flowering,No Control,Winter
2023-12-26,Texas,Wheat,Flowering,Cultural Control,Winter
2023-12-27,Texas,Corn,Vegetative,No Control,Winter
2023-12-28,Texas,Cotton,Fruiting,Chemical Control,Winter
2023-12-29,Texas,Wheat,Fruiting,Biological Control,Winter
2023-12-30,Texas,Wheat,Fruiting,Cultural Control,Winter
2023-12-31,Texas,Wheat,Fruiting,Cultural Control,Winter
2023-01-01,Illinois,Corn,Seedling,Cultural Control,Winter
2023-01-02,Illinois,Corn,Seedling,Cultural Control,Winter
2023-01-03,Illinois,Cotton,Vegetative,Cultural Control,Winter
2023-01-04,Illinois,Wheat,Flowering,Cultural Control,Winter
2023-01-05,Illinois,Corn,Seedling,Biological Control,Winter
2023-01-06,Illinois,Wheat,Mature,Chemical Control,Winter
2023-01-07,Illinois,Rice,Flowering,Biological Control,Winter
2023-01-08,Illinois,Wheat,Mature,Chemical Control,Winter
2023-01-09,Illinois,Soybeans,Vegetative,Biological Control,Winter
2023-01-10,Illinois,Rice,Seedling,Cultural Control,Winter
2023-01-11,Illinois,Rice,Vegetative,Biological Control,Winter
2023-01-12,Illinois,Wheat,Flowering,Biological Control,Winter
2023-01-13,Illinois,Soybeans,Vegetative,Chemical Control,Winter
2023-01-14,Illinois,Cotton,Seedling,Biological Control,Winter
2023-01-15,Illinois,Cotton,Fruiting,Chemical Control,Winter
2023-01-16,Illinois,Cotton,Mature,Cultural Control,Winter
2023-01-17,Illinois,Rice,Seedling,Chemical Control,Winter
2023-01-18,Illinois,Cotton,Mature,Chemical Control,Winter
2023-01-19,Illinois,Rice,Mature,Chemical Control,Winter
2023-01-20,Illinois,Corn,Seedling,Cultural Control,Winter
2023-01-21,Illinois,Soybeans,Seedling,Cultural Control,Winter
2023-01-22,Illinois,Soybeans,Fruiting,Biological Control,Winter
2023-01-23,Illinois,Cotton,Fruiting,Chemical Control,Winter
2023-01-24,Illinois,Wheat,Vegetative,Cultural Control,Winter
2023-01-25,Illinois,Rice,Vegetative,Chemical Control,Winter
2023-01-26,Illinois,Wheat,Flowering,Chemical Control,Winter
2023-01-27,Illinois,Rice,Seedling,Chemical Control,Winter
2023-01-28,Illinois,Corn,Vegetative,Biological Control,Winter
2023-01-29,Illinois,Cotton,Seedling,No Control,Winter
2023-01-30,Illinois,Cotton,Vegetative,No Control,Winter
2023-01-31,Illinois,Wheat,Vegetative,Chemical Control,Winter
2023-02-01,Illinois,Soybeans,Mature,Biological Control,Winter
2023-02-02,Illinois,Wheat,Flowering,Cultural Control,Winter
2023-02-03,Illinois,Cotton,Flowering,Chemical Control,Winter
2023-02-04,Illinois,Rice,Fruiting,Biological Control,Winter
2023-02-05,Illinois,Cotton,Mature,No Control,Winter
2023-02-06,Illinois,Soybeans,Flowering,No Control,Winter
2023-02-07,Illinois,Rice,Seedling,Cultural Control,Winter
2023-02-08,Illinois,Soybeans,Vegetative,Biological Control,Winter
2023-02-09,Illinois,Cotton,Flowering,No Control,Winter
2023-02-10,Illinois,Rice,Mature,Chemical Control,Winter
2023-02-11,Illinois,Cotton,Fruiting,Chemical Control,Winter
2023-02-12,Illinois,Corn,Vegetative,Cultural Control,Winter
2023-02-13,Illinois,Rice,Mature,Cultural Control,Winter
2023-02-14,Illinois,Wheat,Flowering,No Control,Winter
2023-02-15,Illinois,Wheat,Fruiting,Cultural Control,Winter
2023-02-16,Illinois,Wheat,Vegetative,Biological Control,Winter
2023-02-17,Illinois,Wheat,Seedling,Biological Control,Winter
2023-02-18,Illinois,Cotton,Vegetative,Chemical Control,Winter
2023-02-19,Illinois,Soybeans,Fruiting,Cultural Control,Winter
2023-02-20,Illinois,Wheat,Mature,Cultural Control,Winter
2023-02-21,Illinois,Wheat,Fruiting,Cultural Control,Winter
2023-02-22,Illinois,Soybeans,Flowering,Chemical Control,Winter
2023-02-23,Illinois,Wheat,Fruiting,No Control,Winter
2023-02-24,Illinois,Rice,Flowering,No Control,Winter
2023-02-25,Illinois,Corn,Mature,Chemical Control,Winter
2023-02-26,Illinois,Soybeans,Vegetative,Biological Control,Winter
2023-02-27,Illinois,Rice,Vegetative,No Control,Winter
2023-02-28,Illinois,Soybeans,Vegetative,Cultural Control,Winter
2023-03-01,Illinois,Rice,Flowering,Biological Control,Spring
2023-03-02,Illinois,Corn,Flowering,Biological Control,Spring
2023-03-03,Illinois,Rice,Seedling,Cultural Control,Spring
2023-03-04,Illinois,Rice,Fruiting,No Control,Spring
2023-03-05,Illinois,Cotton,Mature,No Control,Spring
2023-03-06,Illinois,Corn,Mature,Biological Control,Spring
2023-03-07,Illinois,Soybeans,Fruiting,Chemical Control,Spring
2023-03-08,Illinois,Rice,Seedling,No Control,Spring
2023-03-09,Illinois,Cotton,Vegetative,Chemical Control,Spring
2023-03-10,Illinois,Wheat,Fruiting,Cultural Control,Spring
2023-03-11,Illinois,Rice,Flowering,Chemical Control,Spring
2023-03-12,Illinois,Cotton,Vegetative,Cultural Control,Spring
2023-03-13,Illinois,Corn,Mature,Biological Control,Spring
2023-03-14,Illinois,Rice,Vegetative,Chemical Control,Spring
2023-03-15,Illinois,Soybeans,Flowering,Biological Control,Spring
2023-03-16,Illinois,Wheat,Fruiting,Biological Control,Spring
2023-03-17,Illinois,Rice,Vegetative,Cultural Control,Spring
2023-03-18,Illinois,Cotton,Mature,Cultural Control,Spring
2023-03-19,Illinois,Cotton,Fruiting,Chemical Control,Spring
2023-03-20,Illinois,Soybeans,Seedling,Biological Control,Spring
2023-03-21,Illinois,Cotton,Fruiting,Chemical Control,Spring
2023-03-22,Illinois,Rice,Flowering,Chemical Control,Spring
2023-03-23,Illinois,Rice,Mature,No Control,Spring
2023-03-24,Illinois,Soybeans,Mature,No Control,Spring
2023-03-25,Illinois,Corn,Seedling,Biological Control,Spring
2023-03-26,Illinois,Wheat,Seedling,Biological Control,Spring
2023-03-27,Illinois,Wheat,Flowering,Chemical Control,Spring
2023-03-28,Illinois,Soybeans,Flowering,Biological Control,Spring
2023-03-29,Illinois,Soybeans,Mature,Cultural Control,Spring
2023-03-30,Illinois,Rice,Seedling,Chemical Control,Spring
2023-03-31,Illinois,Rice,Fruiting,No Control,Spring
2023-04-01,Illinois,Rice,Mature,Cultural Control,Spring
2023-04-02,Illinois,Rice,Mature,No Control,Spring
2023-04-03,Illinois,Rice,Vegetative,No Control,Spring
2023-04-04,Illinois,Corn,Fruiting,Biological Control,Spring
2023-04-05,Illinois,Rice,Fruiting,Chemical Control,Spring
2023-04-06,Illinois,Rice,Mature,Biological Control,Spring
2023-04-07,Illinois,Corn,Mature,No Control,Spring
2023-04-08,Illinois,Cotton,Vegetative,Cultural Control,Spring
2023-04-09,Illinois,Rice,Flowering,No Control,Spring
2023-04-10,Illinois,Rice,Fruiting,Chemical Control,Spring
2023-04-11,Illinois,Corn,Vegetative,Chemical Control,Spring
2023-04-12,Illinois,Cotton,Fruiting,Biological Control,Spring
2023-04-13,Illinois,Corn,Mature,Biological Control,Spring
2023-04-14,Illinois,Wheat,Flowering,Chemical Control,Spring
2023-04-15,Illinois,Soybeans,Mature,No Control,Spring
2023-04-16,Illinois,Corn,Flowering,Biological Control,Spring
2023-04-17,Illinois,Wheat,Mature,Cultural Control,Spring
2023-04-18,Illinois,Soybeans,Fruiting,Biological Control,Spring
2023-04-19,Illinois,Soybeans,Vegetative,Chemical Control,Spring
2023-04-20,Illinois,Wheat,Flowering,Biological Control,Spring
2023-04-21,Illinois,Cotton,Vegetative,Biological Control,Spring
2023-04-22,Illinois,Wheat,Mature,Biological Control,Spring
2023-04-23,Illinois,Rice,Mature,Biological Control,Spring
2023-04-24,Illinois,Cotton,Fruiting,No Control,Spring
2023-04-25,Illinois,Corn,Mature,Cultural Control,Spring
2023-04-26,Illinois,Rice,Flowering,Cultural Control,Spring
2023-04-27,Illinois,Rice,Mature,Chemical Control,Spring
2023-04-28,Illinois,Rice,Fruiting,Cultural Control,Spring
2023-04-29,Illinois,Corn,Flowering,Biological Control,Spring
2023-04-30,Illinois,Rice,Flowering,Biological Control,Spring
2023-05-01,Illinois,Soybeans,Flowering,Cultural Control,Spring
2023-05-02,Illinois,Cotton,Fruiting,Chemical Control,Spring
2023-05-03,Illinois,Cotton,Mature,Biological Control,Spring
2023-05-04,Illinois,Wheat,Mature,Cultural Control,Spring
2023-05-05,Illinois,Soybeans,Flowering,Cultural Control,Spring
2023-05-06,Illinois,Wheat,Seedling,Chemical Control,Spring
2023-05-07,Illinois,Cotton,Vegetative,Cultural Control,Spring
2023-05-08,Illinois,Soybeans,Seedling,Chemical Control,Spring
2023-05-09,Illinois,Cotton,Fruiting,Chemical Control,Spring
2023-05-10,Illinois,Soybeans,Fruiting,Cultural Control,Spring
2023-05-11,Illinois,Wheat,Fruiting,Chemical Control,Spring
2023-05-12,Illinois,Wheat,Flowering,No Control,Spring
2023-05-13,Illinois,Rice,Fruiting,Chemical Control,Spring
2023-05-14,Illinois,Cotton,Flowering,Biological Control,Spring
2023-05-15,Illinois,Cotton,Flowering,Chemical Control,Spring
2023-05-16,Illinois,Rice,Vegetative,Chemical Control,Spring
2023-05-17,Illinois,Rice,Mature,No Control,Spring
2023-05-18,Illinois,Cotton,Seedling,No Control,Spring
2023-05-19,Illinois,Rice,Seedling,Chemical Control,Spring
2023-05-20,Illinois,Wheat,Vegetative,Chemical Control,Spring
2023-05-21,Illinois,Soybeans,Vegetative,No Control,Spring
2023-05-22,Illinois,Cotton,Flowering,Biological Control,Spring
2023-05-23,Illinois,Soybeans,Fruiting,Cultural Control,Spring
2023-05-24,Illinois,Wheat,Vegetative,Cultural Control,Spring
2023-05-25,Illinois,Soybeans,Flowering,Biological Control,Spring
2023-05-26,Illinois,Wheat,Vegetative,Chemical Control,Spring
2023-05-27,Illinois,Rice,Vegetative,Cultural Control,Spring
2023-05-28,Illinois,Rice,Vegetative,Biological Control,Spring
2023-05-29,Illinois,Soybeans,Mature,Biological Control,Spring
2023-05-30,Illinois,Wheat,Seedling,Biological Control,Spring
2023-05-31,Illinois,Corn,Mature,Chemical Control,Spring
2023-06-01,Illinois,Wheat,Seedling,No Control,Summer
2023-06-02,Illinois,Cotton,Fruiting,Biological Control,Summer
2023-06-03,Illinois,Wheat,Mature,Cultural Control,Summer
2023-06-04,Illinois,Rice,Fruiting,Chemical Control,Summer
2023-06-05,Illinois,Wheat,Flowering,Chemical Control,Summer
2023-06-06,Illinois,Soybeans,Flowering,Chemical Control,Summer
2023-06-07,Illinois,Corn,Fruiting,No Control,Summer
2023-06-08,Illinois,Cotton,Flowering,Biological Control,Summer
2023-06-09,Illinois,Rice,Fruiting,Cultural Control,Summer
2023-06-10,Illinois,Wheat,Vegetative,No Control,Summer
2023-06-11,Illinois,Wheat,Fruiting,Cultural Control,Summer
2023-06-12,Illinois,Corn,Flowering,Cultural Control,Summer
2023-06-13,Illinois,Soybeans,Mature,Chemical Control,Summer
2023-06-14,Illinois,Soybeans,Mature,No Control,Summer
2023-06-15,Illinois,Corn,Flowering,Chemical Control,Summer
2023-06-16,Illinois,Rice,Fruiting,No Control,Summer
2023-06-17,Illinois,Wheat,Seedling,No Control,Summer
2023-06-18,Illinois,Cotton,Seedling,Cultural Control,Summer
2023-06-19,Illinois,Corn,Flowering,No Control,Summer
2023-06-20,Illinois,Cotton,Fruiting,No Control,Summer
2023-06-21,Illinois,Corn,Seedling,Chemical Control,Summer
2023-06-22,Illinois,Rice,Vegetative,No Control,Summer
2023-06-23,Illinois,Rice,Seedling,No Control,Summer
2023-06-24,Illinois,Soybeans,Flowering,Biological Control,Summer
2023-06-25,Illinois,Cotton,Fruiting,Biological Control,Summer
2023-06-26,Illinois,Cotton,Seedling,No Control,Summer
2023-06-27,Illinois,Cotton,Mature,Chemical Control,Summer
2023-06-28,Illinois,Soybeans,Flowering,Biological Control,Summer
2023-06-29,Illinois,Soybeans,Flowering,Cultural Control,Summer
2023-06-30,Illinois,Cotton,Mature,Chemical Control,Summer
2023-07-01,Illinois,Rice,Mature,No Control,Summer
2023-07-02,Illinois,Wheat,Mature,No Control,Summer
2023-07-03,Illinois,Cotton,Mature,Biological Control,Summer
2023-07-04,Illinois,Soybeans,Fruiting,Chemical Control,Summer
2023-07-05,Illinois,Cotton,Vegetative,Cultural Control,Summer
2023-07-06,Illinois,Soybeans,Seedling,Cultural Control,Summer
2023-07-07,Illinois,Corn,Flowering,Chemical Control,Summer
2023-07-08,Illinois,Wheat,Mature,Biological Control,Summer
2023-07-09,Illinois,Wheat,Flowering,No Control,Summer
2023-07-10,Illinois,Corn,Mature,No Control,Summer
2023-07-11,Illinois,Cotton,Vegetative,Biological Control,Summer
2023-07-12,Illinois,Corn,Fruiting,Chemical Control,Summer
2023-07-13,Illinois,Wheat,Vegetative,Chemical Control,Summer
2023-07-14,Illinois,Rice,Seedling,Cultural Control,Summer
2023-07-15,Illinois,Rice,Flowering,Chemical Control,Summer
2023-07-16,Illinois,Corn,Fruiting,No Control,Summer
2023-07-17,Illinois,Corn,Seedling,Chemical Control,Summer
2023-07-18,Illinois,Soybeans,Flowering,Chemical Control,Summer
2023-07-19,Illinois,Soybeans,Seedling,Cultural Control,Summer
2023-07-20,Illinois,Corn,Mature,Cultural Control,Summer
2023-07-21,Illinois,Cotton,Fruiting,Cultural Control,Summer
2023-07-22,Illinois,Soybeans,Vegetative,No Control,Summer
2023-07-23,Illinois,Soybeans,Vegetative,Chemical Control,Summer
2023-07-24,Illinois,Wheat,Mature,Biological Control,Summer
2023-07-25,Illinois,Soybeans,Fruiting,No Control,Summer
2023-07-26,Illinois,Wheat,Flowering,No Control,Summer
2023-07-27,Illinois,Corn,Seedling,No Control,Summer
2023-07-28,Illinois,Corn,Mature,Chemical Control,Summer
2023-07-29,Illinois,Wheat,Fruiting,Cultural Control,Summer
2023-07-30,Illinois,Rice,Flowering,Biological Control,Summer
2023-07-31,Illinois,Cotton,Mature,Chemical Control,Summer
2023-08-01,Illinois,Soybeans,Seedling,Biological Control,Summer
2023-08-02,Illinois,Soybeans,Mature,Biological Control,Summer
2023-08-03,Illinois,Wheat,Fruiting,Biological Control,Summer
2023-08-04,Illinois,Soybeans,Vegetative,Biological Control,Summer
2023-08-05,Illinois,Wheat,Fruiting,Chemical Control,Summer
2023-08-06,Illinois,Rice,Fruiting,Biological Control,Summer
2023-08-07,Illinois,Corn,Mature,No Control,Summer
2023-08-08,Illinois,Soybeans,Flowering,Cultural Control,Summer
2023-08-09,Illinois,Wheat,Fruiting,No Control,Summer
2023-08-10,Illinois,Corn,Mature,No Control,Summer
2023-08-11,Illinois,Cotton,Fruiting,Cultural Control,Summer
2023-08-12,Illinois,Rice,Vegetative,Cultural Control,Summer
2023-08-13,Illinois,Wheat,Flowering,Cultural Control,Summer
2023-08-14,Illinois,Soybeans,Flowering,No Control,Summer
2023-08-15,Illinois,Soybeans,Mature,No Control,Summer
2023-08-16,Illinois,Cotton,Flowering,Biological Control,Summer
2023-08-17,Illinois,Corn,Flowering,Biological Control,Summer
2023-08-18,Illinois,Cotton,Seedling,Biological Control,Summer
2023-08-19,Illinois,Corn,Mature,Biological Control,Summer
2023-08-20,Illinois,Rice,Flowering,Cultural Control,Summer
2023-08-21,Illinois,Wheat,Vegetative,Cultural Control,Summer
2023-08-22,Illinois,Corn,Mature,Cultural Control,Summer
2023-08-23,Illinois,Rice,Mature,No Control,Summer
2023-08-24,Illinois,Wheat,Fruiting,Cultural Control,Summer
2023-08-25,Illinois,Cotton,Fruiting,Cultural Control,Summer
2023-08-26,Illinois,Rice,Mature,Cultural Control,Summer
2023-08-27,Illinois,Soybeans,Flowering,Biological Control,Summer
2023-08-28,Illinois,Rice,Fruiting,Biological Control,Summer
2023-08-29,Illinois,Corn,Seedling,Chemical Control,Summer
2023-08-30,Illinois,Wheat,Vegetative,Chemical Control,Summer
2023-08-31,Illinois,Cotton,Flowering,No Control,Summer
2023-09-01,Illinois,Rice,Vegetative,Biological Control,Fall
2023-09-02,Illinois,Corn,Flowering,Biological Control,Fall
2023-09-03,Illinois,Wheat,Vegetative,Chemical Control,Fall
2023-09-04,Illinois,Wheat,Vegetative,Biological Control,Fall
2023-09-05,Illinois,Wheat,Flowering,Biological Control,Fall
2023-09-06,Illinois,Wheat,Flowering,Cultural Control,Fall
2023-09-07,Illinois,Cotton,Fruiting,Chemical Control,Fall
2023-09-08,Illinois,Wheat,Seedling,Chemical Control,Fall
2023-09-09,Illinois,Soybeans,Seedling,Chemical Control,Fall
2023-09-10,Illinois,Rice,Flowering,Cultural Control,Fall
2023-09-11,Illinois,Corn,Flowering,Chemical Control,Fall
2023-09-12,Illinois,Rice,Mature,Cultural Control,Fall
2023-09-13,Illinois,Cotton,Seedling,No Control,Fall
2023-09-14,Illinois,Wheat,Vegetative,No Control,Fall
2023-09-15,Illinois,Corn,Mature,Chemical Control,Fall
