Date,Pest,Life_Cycle_Stage,Crop_Affected,State,Infestation_Level
2023-11-29,Cutworms,Pupa,Rice,Nebraska,Low
2023-11-30,Armyworms,Larva,Soybeans,California,Low
2023-11-30,Corn Rootworm,Egg,Soybeans,Nebraska,High
2023-11-30,Cutworms,Adult,Cotton,Nebraska,Low
2023-12-01,Cutworms,Pupa,Soybeans,Iowa,High
2023-12-02,Armyworms,Pupa,Cotton,California,Medium
2023-12-02,Cutworms,Larva,Cotton,Illinois,Low
2023-12-02,Armyworms,Adult,Wheat,Iowa,High
2023-12-02,Cutworms,Pupa,Corn,California,Medium
2023-12-02,Corn Rootworm,Pupa,Corn,Texas,Low
2023-12-02,Japanese Beetle,Egg,Wheat,Illinois,Medium
2023-12-03,Cutworms,Pupa,Rice,Texas,High
2023-12-03,Cutworms,Egg,Soybeans,Nebraska,High
2023-12-05,Armyworms,Larva,Corn,Illinois,High
2023-12-06,Japanese Beetle,Adult,Rice,Nebraska,Medium
2023-12-06,Aphids,Adult,Cotton,Iowa,High
2023-12-06,Cutworms,Adult,Cotton,Illinois,Low
2023-12-06,Corn Rootworm,Adult,Cotton,Illinois,High
2023-12-07,Corn Rootworm,Adult,Soybeans,Illinois,High
2023-12-07,Japanese Beetle,Adult,Rice,Texas,Low
2023-12-07,Armyworms,Pupa,Wheat,Iowa,Low
2023-12-08,Aphids,Larva,Corn,Texas,Medium
2023-12-09,Armyworms,Pupa,Corn,Texas,Medium
2023-12-10,Japanese Beetle,Egg,Rice,Texas,Medium
2023-12-10,Aphids,Pupa,Soybeans,Iowa,Low
2023-12-10,Corn Rootworm,Adult,Rice,Illinois,High
2023-12-10,Aphids,Egg,Corn,California,Medium
2023-12-11,Aphids,Adult,Corn,Illinois,Low
2023-12-11,Cutworms,Larva,Corn,California,Medium
2023-12-11,Japanese Beetle,Egg,Soybeans,Illinois,Medium
2023-12-11,Corn Rootworm,Larva,Corn,Texas,High
2023-12-12,Japanese Beetle,Pupa,Corn,Illinois,High
2023-12-12,Cutworms,Egg,Wheat,California,Medium
2023-12-12,Cutworms,Adult,Soybeans,Nebraska,High
2023-12-13,Aphids,Adult,Rice,Nebraska,Low
2023-12-14,Corn Rootworm,Egg,Rice,California,Medium
2023-12-15,Cutworms,Pupa,Wheat,Texas,Medium
2023-12-15,Japanese Beetle,Adult,Wheat,Nebraska,Low
2023-12-16,Aphids,Adult,Wheat,Iowa,Low
2023-12-17,Corn Rootworm,Pupa,Cotton,Nebraska,Medium
2023-12-17,Cutworms,Larva,Soybeans,Texas,Low
2023-12-17,Cutworms,Pupa,Soybeans,Iowa,Low
2023-12-18,Cutworms,Larva,Rice,Nebraska,Medium
2023-12-18,Japanese Beetle,Pupa,Corn,Iowa,High
2023-12-18,Aphids,Egg,Wheat,Nebraska,High
2023-12-18,Japanese Beetle,Egg,Wheat,Iowa,High
2023-12-18,Aphids,Egg,Corn,Texas,Low
2023-12-19,Corn Rootworm,Pupa,Wheat,Iowa,Medium
2023-12-20,Armyworms,Egg,Corn,Iowa,Low
2023-12-20,Aphids,Egg,Rice,Nebraska,Medium
2023-12-20,Aphids,Adult,Cotton,Texas,Medium
2023-12-20,Japanese Beetle,Pupa,Soybeans,Iowa,Medium
2023-12-21,Cutworms,Larva,Wheat,Illinois,Low
2023-12-21,Japanese Beetle,Egg,Corn,Iowa,High
2023-12-21,Aphids,Egg,Corn,Iowa,High
2023-12-21,Armyworms,Larva,Rice,Iowa,High
2023-12-21,Corn Rootworm,Adult,Corn,Iowa,Low
2023-12-22,Armyworms,Egg,Corn,California,Medium
2023-12-22,Japanese Beetle,Egg,Corn,Nebraska,High
2023-12-23,Cutworms,Pupa,Cotton,California,High
2023-12-24,Aphids,Pupa,Wheat,Illinois,Medium
2023-12-24,Armyworms,Pupa,Corn,California,Medium
2023-12-24,Armyworms,Larva,Cotton,Texas,Medium
2023-12-25,Aphids,Egg,Soybeans,Illinois,Low
2023-12-25,Corn Rootworm,Adult,Cotton,Illinois,Low
2023-12-25,Cutworms,Pupa,Cotton,California,High
2023-12-26,Cutworms,Pupa,Cotton,Texas,High
2023-12-26,Corn Rootworm,Adult,Rice,California,Low
2023-12-26,Corn Rootworm,Egg,Wheat,Illinois,High
2023-12-26,Corn Rootworm,Adult,Rice,Texas,Medium
2023-12-27,Cutworms,Larva,Wheat,Illinois,Medium
2023-12-27,Armyworms,Adult,Cotton,California,Medium
2023-12-27,Cutworms,Adult,Soybeans,California,Medium
2023-12-28,Cutworms,Larva,Rice,California,Low
2023-12-28,Aphids,Adult,Rice,Iowa,High
2023-12-28,Corn Rootworm,Egg,Cotton,Iowa,High
2023-12-28,Aphids,Larva,Cotton,California,Medium
2023-12-28,Corn Rootworm,Egg,Corn,Texas,Low
2023-12-29,Japanese Beetle,Adult,Corn,Texas,Low
2023-12-29,Aphids,Adult,Rice,Iowa,Low
2023-12-30,Armyworms,Adult,Soybeans,Illinois,High
2023-12-30,Armyworms,Larva,Corn,California,Low
2023-12-30,Cutworms,Egg,Wheat,Texas,High
