Date,Temperature,Humidity,Rainfall,Wind_Speed,Location,Drought,Month_weather,Season_weather,pH,Nitrogen,Phosphorus,Potassium,Moisture,Month_soil,Season_soil,Soil_Moisture_Category,Weather_Soil_Combination,Month,State,Pest,Month_pest
2023-08-08,20.836329687764117,80.43827403719543,5.935937180759745,8.071106530977296,Texas,0,8,Summer,6.61667614810597,61.43141931734796,55.295860392550566,204.2903046872766,37.2294630962266,8,Summer,Dry,Dry_Cool,8,Texas,Aphids,8
2023-08-15,12.344570241043986,78.47475406959637,0.7998077315034929,4.56571480361027,Texas,0,8,Summer,6.208607314209311,90.05477656082547,53.2167769443728,145.955746945474,30.692775757363275,8,Summer,Dry,Dry_Cool,8,Texas,Japanese Beetle,8
2023-08-16,22.68250003667572,84.99207444073392,3.704159406817984,15.371196685947217,Texas,0,8,Summer,6.333908544272377,6.950455884299334,40.43897916698944,101.2477458552729,15.577124824408411,8,Summer,Very Dry,Very Dry_Cool,8,Texas,Cutworms,8
2023-08-16,22.68250003667572,84.99207444073392,3.704159406817984,15.371196685947217,Texas,0,8,Summer,6.333908544272377,6.950455884299334,40.43897916698944,101.2477458552729,15.577124824408411,8,Summer,Very Dry,Very Dry_Cool,8,Texas,Japanese Beetle,8
2023-08-21,27.569154598798555,78.50579511053327,8.488576854428741,13.523852859145702,Texas,0,8,Summer,5.708669150709971,96.1305911100233,29.653833844045952,5.397186051190406,18.477855075907403,8,Summer,Very Dry,Very Dry_Hot,8,Texas,Aphids,8
2023-08-22,24.431867300598263,81.1392198648922,1.1305535937442943,1.3351317579092337,Texas,0,8,Summer,6.068702775162607,28.25419703619509,78.7428128007262,102.34628083159735,20.73785760592896,8,Summer,Dry,Dry_Cool,8,Texas,Aphids,8
2023-08-24,30.099154636233383,72.8274654144719,5.165386863345072,9.125699467508417,Texas,0,8,Summer,6.009155485201711,77.52344365027578,94.16810677811633,126.85814168664471,16.481002445736852,8,Summer,Very Dry,Very Dry_Hot,8,Texas,Aphids,8
2023-08-27,21.385514064189536,32.87195181645418,4.938214494990746,12.643784525782964,Texas,0,8,Summer,6.946627903207663,83.10587985872046,6.289115439973525,109.23765078180278,21.989047841575747,8,Summer,Dry,Dry_Cool,8,Texas,Aphids,8
2023-08-27,21.385514064189536,32.87195181645418,4.938214494990746,12.643784525782964,Texas,0,8,Summer,6.946627903207663,83.10587985872046,6.289115439973525,109.23765078180278,21.989047841575747,8,Summer,Dry,Dry_Cool,8,Texas,Corn Rootworm,8
2023-08-27,21.385514064189536,32.87195181645418,4.938214494990746,12.643784525782964,Texas,0,8,Summer,6.946627903207663,83.10587985872046,6.289115439973525,109.23765078180278,21.989047841575747,8,Summer,Dry,Dry_Cool,8,Texas,Aphids,8
2023-09-02,10.49375537404236,65.58264271079179,2.3328857044644558,10.545566705206642,Texas,0,9,Summer,5.901230689383523,78.8723325929158,6.461731132764637,232.7711680252264,14.0323485087855,9,Summer,Very Dry,Very Dry_Cool,9,Texas,Cutworms,9
2023-09-03,19.022701920292924,45.79310234365562,5.039114441397484,14.36388860795705,Texas,0,9,Summer,7.260974857829078,64.21086332854644,13.921293117599545,164.14515432369308,27.895382337527124,9,Summer,Dry,Dry_Cool,9,Texas,Armyworms,9
2023-09-07,34.5606930095712,34.52477371059234,3.674827815554439,2.432805643353093,Texas,0,9,Summer,5.835561375714779,80.72672364759005,97.33114995679392,45.48538199234661,12.210862724984205,9,Summer,Very Dry,Very Dry_Hot,9,Texas,Japanese Beetle,9
2023-09-08,34.863126083973015,57.90954887686368,9.992145863344184,15.16075019376848,Texas,0,9,Summer,5.723649614470277,49.07760976487359,6.079587746608017,65.91544381263984,39.03461486197192,9,Summer,Dry,Dry_Hot,9,Texas,Aphids,9
2023-09-09,33.816744002456915,44.971810816481394,4.819043504683844,5.82657896374573,Texas,0,9,Summer,5.799354771275125,12.412998375787588,45.5066717550774,278.35509660606016,14.041245780211268,9,Summer,Very Dry,Very Dry_Hot,9,Texas,Japanese Beetle,9
2023-09-10,33.936839173671615,70.96469955664332,1.3234121709401996,13.212685997503916,Texas,0,9,Summer,7.455862994126184,74.54535072960108,55.02052826287491,160.59477916888355,36.18534199494288,9,Summer,Dry,Dry_Hot,9,Texas,Corn Rootworm,9
2023-09-13,23.217554052418954,64.58816652057894,0.6386005785250949,15.897230774840455,Texas,0,9,Summer,6.74465101056165,18.06155206174811,7.217706190948636,266.1208922022114,16.190989906917423,9,Summer,Very Dry,Very Dry_Cool,9,Texas,Japanese Beetle,9
2023-09-15,10.350366239065805,80.10614785798194,4.615063898072868,10.470375288226837,Texas,0,9,Summer,5.511328905880452,12.927130968757597,74.65885781744325,254.06836060825825,25.209024341366217,9,Summer,Dry,Dry_Cool,9,Texas,Aphids,9
2023-09-15,10.350366239065805,80.10614785798194,4.615063898072868,10.470375288226837,Texas,0,9,Summer,5.511328905880452,12.927130968757597,74.65885781744325,254.06836060825825,25.209024341366217,9,Summer,Dry,Dry_Cool,9,Texas,Armyworms,9
2023-09-19,15.9439449112373,33.03545235047914,7.265005182405807,3.498742991092725,Texas,0,9,Summer,7.220555524019559,68.45555652880103,98.55592928533004,72.64454702458195,28.4686654112654,9,Summer,Dry,Dry_Cool,9,Texas,Japanese Beetle,9
2023-09-19,15.9439449112373,33.03545235047914,7.265005182405807,3.498742991092725,Texas,0,9,Summer,7.220555524019559,68.45555652880103,98.55592928533004,72.64454702458195,28.4686654112654,9,Summer,Dry,Dry_Cool,9,Texas,Armyworms,9
2023-09-19,15.9439449112373,33.03545235047914,7.265005182405807,3.498742991092725,Texas,0,9,Summer,7.220555524019559,68.45555652880103,98.55592928533004,72.64454702458195,28.4686654112654,9,Summer,Dry,Dry_Cool,9,Texas,Cutworms,9
2023-09-21,19.61518094652059,37.218116767498046,0.4254352360121809,1.6799060994637838,Texas,0,9,Summer,7.288992964730241,68.93817802407074,28.58788144348544,71.41556073269687,11.945828588891075,9,Summer,Very Dry,Very Dry_Cool,9,Texas,Corn Rootworm,9
2023-09-22,21.65045888360749,44.94060039367634,15.154534234958737,13.508565105176118,Texas,0,9,Summer,5.957458287550103,97.292225555802,35.9992442437252,233.62419429330987,16.657952795779664,9,Summer,Very Dry,Very Dry_Cool,9,Texas,Corn Rootworm,9
2023-09-24,15.484839069828718,34.54281396802976,2.688066558480701,7.417199905291292,Texas,0,9,Summer,6.766219143265831,38.94578649780206,81.09475587056116,141.85147777507402,20.37150177147525,9,Summer,Dry,Dry_Cool,9,Texas,Japanese Beetle,9
2023-09-25,34.214688056129575,83.89122091894522,3.0104028014809856,7.190458582035477,Texas,0,9,Summer,6.511830833317804,88.42581566736389,67.80679890576486,155.5703674855326,17.136807211923994,9,Summer,Very Dry,Very Dry_Hot,9,Texas,Cutworms,9
2023-09-25,34.214688056129575,83.89122091894522,3.0104028014809856,7.190458582035477,Texas,0,9,Summer,6.511830833317804,88.42581566736389,67.80679890576486,155.5703674855326,17.136807211923994,9,Summer,Very Dry,Very Dry_Hot,9,Texas,Cutworms,9
2023-09-26,19.53363864445513,81.52591292339864,15.936449455359877,14.353120143640608,Texas,0,9,Summer,6.872249231133217,3.8833445093976895,13.394164364074268,278.42079111338506,33.83957065280032,9,Summer,Dry,Dry_Cool,9,Texas,Cutworms,9
2023-09-27,15.782981570523637,48.416966071623335,1.818756510231866,17.03072365586546,Texas,0,9,Summer,6.253131359325133,64.73342233819518,48.54923811237197,168.60186942294712,31.4034762713013,9,Summer,Dry,Dry_Cool,9,Texas,Armyworms,9
2023-10-04,27.863554536158475,38.03585971594633,5.333400507445464,19.117367755576776,Texas,0,10,Fall,7.079605558795809,41.50765070573003,49.6534847200667,95.75896117584502,31.666688841870123,10,Fall,Dry,Dry_Hot,10,Texas,Armyworms,10
2023-10-05,24.195553308983897,69.705353644078,1.5353941922689032,17.677074545632305,Texas,0,10,Fall,6.037371425653665,84.96138206781167,62.54493306372426,179.48159804309168,37.22524322984863,10,Fall,Dry,Dry_Cool,10,Texas,Cutworms,10
2023-10-08,27.399019120697893,80.33867432374463,13.463971835853563,2.6886217775904497,Texas,0,10,Fall,7.456962436420479,48.7336936419297,16.867547968703533,287.2736045781587,31.487292425055465,10,Fall,Dry,Dry_Hot,10,Texas,Japanese Beetle,10
2023-10-09,27.863368216337637,48.28921877082715,2.3031075109331574,10.112301646265678,Texas,0,10,Fall,6.178885108050493,69.87676658277618,19.651254273033143,17.54716097833401,33.24054765148728,10,Fall,Dry,Dry_Hot,10,Texas,Corn Rootworm,10
2023-10-13,29.093540034539316,62.17283434424336,3.2862243524944734,6.830727228542051,Texas,0,10,Fall,7.011788636866383,65.47366942568402,98.293948030569,272.7544543465577,29.33861358546808,10,Fall,Dry,Dry_Hot,10,Texas,Corn Rootworm,10
2023-10-19,26.5504436715752,53.33043411174137,7.276158920784688,6.035316104360849,Texas,0,10,Fall,6.578690106401352,70.64424933134505,85.76621325292594,207.2535200705196,18.80602264927965,10,Fall,Very Dry,Very Dry_Hot,10,Texas,Corn Rootworm,10
2023-10-22,20.06423741511772,42.41165637576465,8.452417294084103,13.7568409388381,Texas,0,10,Fall,6.708659194846461,71.6665883569583,35.16529985337614,205.42765819788667,20.34745007574332,10,Fall,Dry,Dry_Cool,10,Texas,Aphids,10
2023-10-23,15.210265323567176,71.34929927181204,6.294139185322731,8.682980981655252,Texas,0,10,Fall,7.1625690814037215,0.6046557246405349,54.05666504841463,288.49526282499494,23.523767639156773,10,Fall,Dry,Dry_Cool,10,Texas,Armyworms,10
2023-10-24,12.12601740112324,87.91684363019264,0.3430222117392734,19.96511144838688,Texas,0,10,Fall,6.4608430667469525,38.20782304783803,29.612449546686925,299.04266126736354,10.0113021329899,10,Fall,Very Dry,Very Dry_Cool,10,Texas,Aphids,10
2023-10-26,25.08622795705877,66.86144665502925,1.862659263054912,12.5964353486916,Texas,0,10,Fall,6.210368417798435,47.47261989612148,28.236761153946112,237.8615839290465,23.631177911148136,10,Fall,Dry,Dry_Hot,10,Texas,Corn Rootworm,10
2023-10-30,25.51238664562743,88.65008074375956,15.936449455359877,13.719466159616394,Texas,0,10,Fall,7.393462116342979,61.35583905866366,63.47665290575178,172.8260194539082,17.045661721222398,10,Fall,Very Dry,Very Dry_Hot,10,Texas,Aphids,10
2023-10-31,23.44931966746098,87.52715602802829,0.2080364386835005,19.37892752494285,Texas,0,10,Fall,6.197156583174613,48.57819874914328,88.25952747688244,280.5094888501525,18.756297070352247,10,Fall,Very Dry,Very Dry_Cool,10,Texas,Cutworms,10
2023-11-05,31.86312188827538,86.27504383812726,4.190640036294719,15.08793630675104,Texas,0,11,Fall,5.908256597027433,39.880722127010095,98.58633953290489,154.55107983616963,20.82601508955789,11,Fall,Dry,Dry_Hot,11,Texas,Corn Rootworm,11
2023-11-05,31.86312188827538,86.27504383812726,4.190640036294719,15.08793630675104,Texas,0,11,Fall,5.908256597027433,39.880722127010095,98.58633953290489,154.55107983616963,20.82601508955789,11,Fall,Dry,Dry_Hot,11,Texas,Corn Rootworm,11
2023-11-08,24.34747257176074,86.92175605025967,3.602460442131229,4.587423445672534,Texas,0,11,Fall,5.994421519846523,14.130375607600287,39.632666549624986,144.17047091343454,13.767015177467584,11,Fall,Very Dry,Very Dry_Cool,11,Texas,Aphids,11
2023-11-09,20.21253444752155,57.96333210194175,0.1479069160178346,18.71550050669375,Texas,0,11,Fall,7.498604294585727,55.03786922557361,92.71255252925675,82.37394503265554,10.462528878061004,11,Fall,Very Dry,Very Dry_Cool,11,Texas,Corn Rootworm,11
2023-11-12,19.635820704575654,31.551753934334627,1.591402156751757,17.3640170734947,Texas,0,11,Fall,7.167134622835796,26.72432946077777,97.03424564695716,259.1549062675222,14.672704016744795,11,Fall,Very Dry,Very Dry_Cool,11,Texas,Corn Rootworm,11
2023-11-15,11.28251266224731,77.4968288866495,3.435201299738409,17.647150492551248,Texas,0,11,Fall,6.978866613396047,15.685669323333872,69.39700582723609,221.32909788470096,22.40925168094411,11,Fall,Dry,Dry_Cool,11,Texas,Cutworms,11
2023-11-15,11.28251266224731,77.4968288866495,3.435201299738409,17.647150492551248,Texas,0,11,Fall,6.978866613396047,15.685669323333872,69.39700582723609,221.32909788470096,22.40925168094411,11,Fall,Dry,Dry_Cool,11,Texas,Aphids,11
2023-11-19,14.816226224908494,68.43351380167854,2.7936813860655088,10.838137374703908,Texas,0,11,Fall,6.9143400836463815,38.46468609242191,70.28207527481914,245.31790812076443,23.54135490174985,11,Fall,Dry,Dry_Cool,11,Texas,Japanese Beetle,11
2023-11-20,12.2945447853354,45.52177477433723,3.4981041220495874,19.14335265308879,Texas,0,11,Fall,5.502195639691493,47.765805690225605,65.24266233850042,250.078105339976,39.547334231138144,11,Fall,Dry,Dry_Cool,11,Texas,Japanese Beetle,11
2023-11-21,16.315632782735403,71.23660993972706,12.155312226826048,10.113023437981967,Texas,0,11,Fall,7.237965423535017,70.30877433023335,10.082570860830495,252.86178157153347,31.801370020065367,11,Fall,Dry,Dry_Cool,11,Texas,Cutworms,11
2023-11-23,11.161246851282954,63.88685478817088,1.1374875620449216,17.636172085341432,Texas,0,11,Fall,6.533684001859893,90.03638983879073,13.98619003993552,249.64083810413123,26.358471044837067,11,Fall,Dry,Dry_Cool,11,Texas,Aphids,11
2023-11-29,16.8321839738734,57.291047527301465,0.0223936431365456,15.92390882085315,Texas,0,11,Fall,6.737218311903452,44.69070607016351,77.25840360054842,83.48885591033147,14.806338968598528,11,Fall,Very Dry,Very Dry_Cool,11,Texas,Japanese Beetle,11
2023-12-02,18.69539857279118,37.14859100486497,3.6999842285695896,0.0842717537427395,Texas,0,12,Fall,6.980905013669876,28.80417067458012,23.19758076179912,149.7996460618479,10.892652767787371,12,Fall,Very Dry,Very Dry_Cool,12,Texas,Corn Rootworm,12
2023-12-03,31.499277747755904,57.27438309564029,2.115815639748929,4.811554497516255,Texas,0,12,Fall,7.430763355174704,17.940799876635506,20.43732838917829,25.64552581545685,20.272551816023064,12,Fall,Dry,Dry_Hot,12,Texas,Cutworms,12
2023-12-07,28.39399103328705,38.75178338772166,6.678150481994036,9.803685174993,Texas,0,12,Fall,6.283401096393794,43.791664738541336,39.62837196880443,255.834601520166,13.32872870970226,12,Fall,Very Dry,Very Dry_Hot,12,Texas,Japanese Beetle,12
2023-12-08,22.70972556501446,61.74172280120827,12.270275930674446,0.1744346345496805,Texas,0,12,Fall,6.656997183137549,19.999214471525303,73.17265816697358,225.6614772512332,18.793623058733445,12,Fall,Very Dry,Very Dry_Cool,12,Texas,Aphids,12
2023-12-09,19.54696636395451,54.81065622784146,0.1723621701128553,6.182979796893751,Texas,0,12,Fall,6.7975391944708505,95.43621285265064,73.81307153161211,224.70545036527096,39.70482301025865,12,Fall,Dry,Dry_Cool,12,Texas,Armyworms,12
2023-12-10,16.536187529860133,41.54686061077794,0.6537872408991856,15.895821940802712,Texas,0,12,Fall,5.703753180284981,21.74349338596636,93.69073542823696,235.18371559376888,23.458920553745884,12,Fall,Dry,Dry_Cool,12,Texas,Japanese Beetle,12
2023-12-11,14.656717761684137,34.72668679421253,5.441470575148505,14.76830591780353,Texas,0,12,Fall,7.259974659363106,31.818389649976,97.6900367188806,185.0893602732402,33.971645533574126,12,Fall,Dry,Dry_Cool,12,Texas,Corn Rootworm,12
2023-12-15,29.684314657883,66.63808728625409,3.225450247426723,13.344021780209385,Texas,0,12,Fall,7.445696000569012,92.14790261339613,47.11444699152436,120.58853777668553,28.007948222792105,12,Fall,Dry,Dry_Hot,12,Texas,Cutworms,12
2023-12-17,27.578146554593,68.13003864641325,6.500367743224854,13.402149743213789,Texas,0,12,Fall,6.37979184314384,43.21039950953319,58.4667403732812,177.76292956465102,30.08974718073705,12,Fall,Dry,Dry_Hot,12,Texas,Cutworms,12
2023-12-18,12.86340047971862,85.16100671424024,3.12205848937122,16.9620638575904,Texas,0,12,Fall,7.017532935557543,40.980541257190254,43.09862511080497,32.367610364363465,21.13260429300714,12,Fall,Dry,Dry_Cool,12,Texas,Aphids,12
2023-12-20,34.67713388695276,69.74258341743615,2.744543905982832,3.1789463401261298,Texas,0,12,Fall,7.010581668692345,0.1331223864754593,62.652522371570896,111.2178071368692,16.9605777616354,12,Fall,Very Dry,Very Dry_Hot,12,Texas,Aphids,12
2023-12-24,21.49839296602505,61.17913636820799,2.525284836153247,14.889867301466309,Texas,0,12,Fall,6.976377229923738,53.124410088139285,77.41957217867925,18.0266006706624,38.02026182573754,12,Fall,Dry,Dry_Cool,12,Texas,Armyworms,12
2023-12-26,13.581526480158605,72.41898696364024,1.0750688948815703,8.305116929250236,Texas,0,12,Fall,6.868395239720762,28.092451234398556,87.43121159463921,191.50238508938727,20.996019632548467,12,Fall,Dry,Dry_Cool,12,Texas,Cutworms,12
2023-12-26,13.581526480158605,72.41898696364024,1.0750688948815703,8.305116929250236,Texas,0,12,Fall,6.868395239720762,28.092451234398556,87.43121159463921,191.50238508938727,20.996019632548467,12,Fall,Dry,Dry_Cool,12,Texas,Corn Rootworm,12
2023-12-28,22.231872400024496,58.09710909340234,2.4008369906492617,5.354525795319995,Texas,0,12,Fall,6.008793056136838,44.7452163402695,74.456068425741,29.25165982899226,30.3717021539779,12,Fall,Dry,Dry_Cool,12,Texas,Corn Rootworm,12
2023-12-29,10.721374595007488,34.819650906033175,3.0640482704988625,10.917012518622933,Texas,0,12,Fall,6.675188397501303,51.17808263769616,1.2098664842071338,243.34053351824403,32.393592973344155,12,Fall,Dry,Dry_Cool,12,Texas,Japanese Beetle,12
2023-12-30,31.857541359680678,74.59203915220677,0.8265718269016238,18.352699370058687,Texas,0,12,Fall,5.553770364484043,79.860060231882,33.46724901918046,196.7036914501873,34.64681231507895,12,Fall,Dry,Dry_Hot,12,Texas,Cutworms,12
2023-01-02,18.631857939605183,76.28270634470186,3.3891023263067126,5.312090458603751,Illinois,0,1,Winter,6.524360859645555,94.69526895774564,80.99103240409815,171.74414498207355,19.551618063245986,1,Winter,Very Dry,Very Dry_Cool,1,Illinois,Corn Rootworm,1
2023-01-03,18.908534762102438,80.08038890149028,5.261067515450167,7.1126591506662535,Illinois,0,1,Winter,7.2433485855202,58.50765686662546,16.439704042572913,250.03665310576736,18.850292626896184,1,Winter,Very Dry,Very Dry_Cool,1,Illinois,Japanese Beetle,1
2023-01-04,23.86748905992627,67.25199742060155,0.9248257930659396,3.0681322015903234,Illinois,0,1,Winter,7.118049615772502,1.5197869194988334,15.592052280526502,182.97410442822655,12.681041702475689,1,Winter,Very Dry,Very Dry_Cool,1,Illinois,Aphids,1
2023-01-05,30.831586918886867,69.70475350608712,13.686223324419696,18.37883770124465,Illinois,0,1,Winter,5.5598385055668285,92.64825087146302,22.015582879033637,53.85421519801064,14.714583894349644,1,Winter,Very Dry,Very Dry_Hot,1,Illinois,Armyworms,1
2023-01-07,15.43976094821378,46.084368274800376,3.9378507981312953,5.991818100853701,Illinois,0,1,Winter,6.702799515378517,78.46563608357955,0.1281524599027417,89.30730253226675,37.72572470795015,1,Winter,Dry,Dry_Cool,1,Illinois,Cutworms,1
2023-01-11,27.194921303588306,53.77180892311654,3.816856463329544,4.045703970811257,Illinois,0,1,Winter,6.24120231343146,30.540805996056108,26.801043274484822,22.323026301848493,19.260183188999328,1,Winter,Very Dry,Very Dry_Hot,1,Illinois,Corn Rootworm,1
2023-01-12,34.432013872452394,38.68014551382562,9.725575887781195,13.565490201754429,Illinois,0,1,Winter,6.0519609429921175,76.71136470901997,14.63977849908421,123.56794607785989,36.49818233115391,1,Winter,Dry,Dry_Hot,1,Illinois,Armyworms,1
2023-01-13,23.154311443019797,46.17985111564994,13.625158580224817,3.227436459522459,Illinois,0,1,Winter,6.977943380158861,80.62846221842729,50.41535292178403,22.30180110002746,30.66549307895,1,Winter,Dry,Dry_Cool,1,Illinois,Corn Rootworm,1
2023-01-13,23.154311443019797,46.17985111564994,13.625158580224817,3.227436459522459,Illinois,0,1,Winter,6.977943380158861,80.62846221842729,50.41535292178403,22.30180110002746,30.66549307895,1,Winter,Dry,Dry_Cool,1,Illinois,Corn Rootworm,1
2023-01-15,13.237428040060747,84.41267718403289,5.10801281511002,0.5900456344389271,Illinois,0,1,Winter,6.679643845620424,28.87390887769783,45.88621976565607,150.0263077528237,20.68328556036977,1,Winter,Dry,Dry_Cool,1,Illinois,Cutworms,1
2023-01-19,29.51366628266539,61.28326071468973,4.378605130528151,4.57092468733646,Illinois,0,1,Winter,6.454588548202661,75.04493886527244,63.259738309080014,100.19282161399288,15.001022369613896,1,Winter,Very Dry,Very Dry_Hot,1,Illinois,Corn Rootworm,1
2023-01-19,29.51366628266539,61.28326071468973,4.378605130528151,4.57092468733646,Illinois,0,1,Winter,6.454588548202661,75.04493886527244,63.259738309080014,100.19282161399288,15.001022369613896,1,Winter,Very Dry,Very Dry_Hot,1,Illinois,Aphids,1
2023-01-20,34.74434147913437,36.80395228856609,6.183066769599835,10.518970102550592,Illinois,0,1,Winter,6.4276483377865965,86.43661425326421,38.26361271006304,180.3836407046948,31.662097069572283,1,Winter,Dry,Dry_Hot,1,Illinois,Japanese Beetle,1
2023-01-22,14.327676748919446,57.63001245646596,12.613133266919972,15.584719680046351,Illinois,0,1,Winter,6.521025162474436,61.71555103384251,63.76145540173665,107.47932877806277,29.572050171730897,1,Winter,Dry,Dry_Cool,1,Illinois,Aphids,1
2023-01-23,29.695336534938285,62.90681084843386,15.936449455359877,4.370754690461986,Illinois,0,1,Winter,7.107567121846585,96.4684819326274,3.7744278854305535,218.389721822916,33.79005211827403,1,Winter,Dry,Dry_Hot,1,Illinois,Aphids,1
2023-01-25,21.47266851632804,62.19053148988151,6.001399054901797,19.40220979408385,Illinois,0,1,Winter,6.608126288205186,78.48907364342948,17.71525276306585,54.0289222766696,22.5556677331922,1,Winter,Dry,Dry_Cool,1,Illinois,Japanese Beetle,1
2023-01-26,23.677001476452883,83.20808417984497,1.2505969165252195,13.638518504726877,Illinois,0,1,Winter,6.818687559247665,1.9586402069485365,85.92649660336048,45.93571232164727,24.721732859389647,1,Winter,Dry,Dry_Cool,1,Illinois,Armyworms,1
2023-01-27,22.14174477260841,89.13739840145436,6.86206316972191,14.379864852146673,Illinois,0,1,Winter,5.818210643317015,67.06908924565815,97.4645817466845,153.3274684046612,33.11606685888905,1,Winter,Dry,Dry_Cool,1,Illinois,Japanese Beetle,1
2023-01-28,27.421499696429372,44.47860992882529,11.786907163974858,1.4154429691694648,Illinois,0,1,Winter,7.103817474134077,11.03231212923702,55.54850488010344,135.07592282616224,21.906144653854604,1,Winter,Dry,Dry_Hot,1,Illinois,Aphids,1
2023-02-01,23.1753876898079,37.30517254757419,6.367823580775752,12.201999235735776,Illinois,0,2,Winter,7.40049736810569,12.251026142450606,90.1468629536516,256.2866596488277,19.220154091299072,2,Winter,Very Dry,Very Dry_Cool,2,Illinois,Armyworms,2
2023-02-02,14.164338638583745,65.20587324477253,5.905032800597974,9.81638167314942,Illinois,0,2,Winter,5.596532999612664,74.34017181479547,93.78565750105784,44.513510227387854,36.36079499165393,2,Winter,Dry,Dry_Cool,2,Illinois,Cutworms,2
2023-02-04,27.47838955507024,37.056633874401456,0.5453406487134378,17.032350012247836,Illinois,0,2,Winter,5.858681868100527,65.5820638290254,61.895445384052,275.18119037264955,38.0549779649148,2,Winter,Dry,Dry_Hot,2,Illinois,Aphids,2
2023-02-05,23.668850133864822,37.22491016147983,3.058695264399784,6.700772390104783,Illinois,0,2,Winter,7.342540308551339,15.54794815865196,28.117605187073845,77.5360200212277,39.1807077666521,2,Winter,Dry,Dry_Cool,2,Illinois,Aphids,2
2023-02-09,33.95160764406815,38.70762950635402,1.586861107305012,17.840039732080083,Illinois,0,2,Winter,5.897728844423512,41.47605535668325,11.360822008887528,0.5694240677754259,12.67010419470694,2,Winter,Very Dry,Very Dry_Hot,2,Illinois,Corn Rootworm,2
2023-02-10,27.66164467252652,51.1949890965714,0.2697598925537029,0.1362607712288244,Illinois,0,2,Winter,7.125775176218938,1.7706987181888012,19.972048386724783,1.222931514861958,38.11565008913101,2,Winter,Dry,Dry_Hot,2,Illinois,Cutworms,2
2023-02-12,11.508995385849692,36.39764794011112,2.9303758535319107,13.201832812220314,Illinois,0,2,Winter,6.832525750990284,99.81508840505812,16.762807450240114,53.654072409646325,32.14005619309155,2,Winter,Dry,Dry_Cool,2,Illinois,Cutworms,2
2023-02-14,32.72638482139595,78.64170110067846,1.9178479555932928,4.758851911012146,Illinois,0,2,Winter,6.57650467339572,44.49015854608713,38.5716378268538,167.4790387327244,18.337017705370503,2,Winter,Very Dry,Very Dry_Hot,2,Illinois,Aphids,2
2023-02-14,32.72638482139595,78.64170110067846,1.9178479555932928,4.758851911012146,Illinois,0,2,Winter,6.57650467339572,44.49015854608713,38.5716378268538,167.4790387327244,18.337017705370503,2,Winter,Very Dry,Very Dry_Hot,2,Illinois,Japanese Beetle,2
2023-02-20,16.25963878517897,48.79371589341858,2.0101118354859397,1.5859111391112668,Illinois,0,2,Winter,6.162287904432632,31.93863900201881,50.67810686666559,71.13597366140809,13.128255382405046,2,Winter,Very Dry,Very Dry_Cool,2,Illinois,Cutworms,2
2023-02-21,18.732118462116112,67.04234670275412,1.2662996380238285,2.1421894516901308,Illinois,0,2,Winter,7.439106130741152,41.93753899575573,84.65293311158254,124.12031110944686,38.63402318094612,2,Winter,Dry,Dry_Cool,2,Illinois,Cutworms,2
2023-02-22,12.272342143815631,39.13271636350464,1.648781105483767,10.668112316793618,Illinois,0,2,Winter,6.217993175311841,68.24171624074093,35.04842075955453,296.51732035694306,20.113088819535733,2,Winter,Dry,Dry_Cool,2,Illinois,Cutworms,2
2023-02-23,13.219752290422807,74.43599347604896,2.862088828686083,6.868485472976156,Illinois,0,2,Winter,7.18012890475156,27.077152087453783,43.98766733253555,244.56773716264485,19.425788724779025,2,Winter,Very Dry,Very Dry_Cool,2,Illinois,Armyworms,2
2023-02-26,13.2443346966361,30.261583497999737,3.1968082329897247,10.514203685728065,Illinois,0,2,Winter,6.4562815266622735,54.682007483920536,72.13078539315971,39.67388140138299,38.39444884196212,2,Winter,Dry,Dry_Cool,2,Illinois,Japanese Beetle,2
2023-03-02,31.30505321763471,42.44964415472181,8.748262943698236,14.194050906035576,Illinois,0,3,Winter,6.268680990443171,22.523522995447188,37.49967760592927,222.52464377416035,11.268834505423127,3,Winter,Very Dry,Very Dry_Hot,3,Illinois,Aphids,3
2023-03-06,24.3179848779148,50.34610139569697,1.5812322023704737,8.642705083897253,Illinois,0,3,Winter,6.608101849705606,2.454548030531678,69.59991978490297,154.4007932996843,38.32341159967993,3,Winter,Dry,Dry_Cool,3,Illinois,Armyworms,3
2023-03-08,30.53551056774289,75.7201005417661,1.2557362969126569,6.878580189372093,Illinois,0,3,Winter,5.602440625444928,18.864487084664805,4.672195603217821,229.0632001183673,20.498535855406107,3,Winter,Dry,Dry_Hot,3,Illinois,Japanese Beetle,3
2023-03-08,30.53551056774289,75.7201005417661,1.2557362969126569,6.878580189372093,Illinois,0,3,Winter,5.602440625444928,18.864487084664805,4.672195603217821,229.0632001183673,20.498535855406107,3,Winter,Dry,Dry_Hot,3,Illinois,Armyworms,3
2023-03-09,18.67836647659376,33.18861783596171,4.071009318670664,18.36643443122467,Illinois,0,3,Winter,5.789140022379838,12.290086213122898,7.427431868452428,180.0708234358198,24.075535740407567,3,Winter,Dry,Dry_Cool,3,Illinois,Japanese Beetle,3
2023-03-09,18.67836647659376,33.18861783596171,4.071009318670664,18.36643443122467,Illinois,0,3,Winter,5.789140022379838,12.290086213122898,7.427431868452428,180.0708234358198,24.075535740407567,3,Winter,Dry,Dry_Cool,3,Illinois,Armyworms,3
